fecha,sku,tipo_movimiento,cantidad,documento,bodega,responsable
2025-06-05,MP-0024,salida,114.7,CONS-110442,BOD-03,OP-04
2025-06-05,MP-0117,salida,78.2,CONS-110449,BOD-02,OP-03
2025-06-05,MP-0060,salida,-69.9,CONS-110456,BOD-02,OP-05
2025-06-05,MP-0357,salida,86.0,CONS-110463,BOD-03,OP-05
2025-06-05,MP-0162,salida,13.2,CONS-110470,BOD-01,OP-05
2025-06-05,MP-0009,salida,29.4,CONS-110477,BOD-01,OP-01
2025-06-05,MP-0076,salida,40.7,CONS-110484,BOD-01,OP-04
2025-06-05,MP-0077,salida,-42.9,CONS-110491,BOD-03,OP-01
2025-06-05,MP-0273,salida,45.7,CONS-110498,BOD-03,OP-03
2025-06-05,MP-0026,salida,41.1,CONS-110505,BOD-03,OP-05
2025-06-05,MP-0111,salida,63.2,CONS-110512,BOD-01,OP-02
2025-06-05,MP-0071,salida,50.1,CONS-110519,BOD-01,OP-03
2025-06-05,MP-0388,salida,48.3,CONS-110526,BOD-03,OP-06
2025-06-05,MP-0227,salida,29.0,CONS-110533,BOD-03,OP-02
2025-06-05,MP-0088,salida,38.6,CONS-110540,BOD-01,OP-01
2025-06-05,MP-0143,salida,43.1,CONS-110547,BOD-03,OP-05
2025-06-05,MP-0181,salida,36.2,CONS-110554,BOD-02,OP-02
2025-06-05,MP-0385,salida,10.6,CONS-110561,BOD-03,OP-04
2025-06-05,MP-0321,salida,19.6,CONS-110568,BOD-02,OP-03
2025-06-05,MP-0343,salida,43.4,CONS-110575,BOD-01,OP-02
2025-06-05,MP-0036,salida,17.0,CONS-110582,BOD-03,OP-05
2025-06-05,MP-0080,salida,18.8,CONS-110589,BOD-01,OP-01
2025-06-05,MP-0139,salida,34.7,CONS-110596,BOD-03,OP-04
2025-06-05,MP-0339,salida,7.4,CONS-110610,BOD-03,OP-04
2025-06-05,MP-0078,salida,122.9,CONS-110617,BOD-02,OP-03
2025-06-05,MP-0059,salida,75.7,CONS-110624,BOD-01,OP-02
2025-06-05,MP-0211,salida,59.3,CONS-110631,BOD-03,OP-02
2025-06-05,MP-0340,salida,59.3,CONS-110638,BOD-03,OP-04
2025-06-05,MP-0268,salida,38.9,CONS-110652,BOD-01,OP-06
2025-06-05,MP-0039,salida,5.0,CONS-110659,BOD-01,OP-06
2025-06-05,MP-0032,salida,9.8,CONS-110666,BOD-01,OP-04
2025-06-05,MP-0129,salida,33.3,CONS-110673,BOD-03,OP-05
2025-06-05,MP-0217,salida,25.3,CONS-110687,BOD-02,OP-01
2025-06-05,MP-0344,salida,41.9,CONS-110694,BOD-03,OP-01
2025-06-06,MP-0017,entrada,2256,REC-OC-5234,BOD-02,OP-06
2025-06-07,MP-0018,entrada,1661,REC-OC-5255,BOD-01,OP-03
2025-06-07,MP-0010,entrada,1646,REC-OC-5129,BOD-02,OP-05
2025-06-08,MP-0012,entrada,967,REC-OC-5155,BOD-03,OP-01
2025-06-09,MP-0100,entrada,317,REC-OC-5917,BOD-01,OP-01
2025-06-09,MP-0018,entrada,1090,REC-OC-5245,BOD-02,OP-04
2025-06-09,MP-0019,salida,98.9,CONS-109925,BOD-01,OP-06
2025-06-09,MP-0022,salida,181.7,CONS-109932,BOD-02,OP-03
2025-06-09,MP-0094,salida,83.6,CONS-109939,BOD-02,OP-03
2025-06-09,MP-0074,salida,86.9,CONS-109946,BOD-01,OP-02
2025-06-09,MP-0370,salida,28.1,CONS-109953,BOD-02,OP-06
2025-06-09,MP-0299,salida,108.6,CONS-109960,BOD-01,OP-04
2025-06-09,MP-0309,salida,98.6,CONS-109967,BOD-01,OP-05
2025-06-09,MP-0418,salida,91.5,CONS-109974,BOD-02,OP-03
2025-06-09,MP-0008,salida,77.6,CONS-109981,BOD-01,OP-03
2025-06-09,MP-0005,salida,72.1,CONS-109988,BOD-02,OP-04
2025-06-09,MP-0133,salida,106.2,CONS-109995,BOD-01,OP-05
2025-06-09,MP-0101,salida,93.3,CONS-110002,BOD-03,OP-03
2025-06-09,MP-0149,salida,176.4,CONS-110009,BOD-02,OP-01
2025-06-09,MP-0189,salida,-75.5,CONS-110016,BOD-02,OP-04
2025-06-09,MP-0161,salida,41.0,CONS-110030,BOD-02,OP-03
2025-06-09,MP-0197,salida,99.4,CONS-110037,BOD-02,OP-02
2025-06-09,MP-0037,salida,48.6,CONS-110044,BOD-01,OP-03
2025-06-09,MP-0018,salida,8.1,CONS-110051,BOD-02,OP-03
2025-06-09,MP-0137,salida,40.8,CONS-110058,BOD-02,OP-04
2025-06-09,MP-0073,salida,58.8,CONS-110065,BOD-02,OP-01
2025-06-09,MP-0118,salida,52.8,CONS-110072,BOD-03,OP-05
2025-06-09,MP-0199,salida,50.0,CONS-110079,BOD-03,OP-05
2025-06-09,MP-0232,salida,44.7,CONS-110086,BOD-01,OP-05
2025-06-09,MP-0027,salida,18.4,CONS-110093,BOD-02,OP-01
2025-06-09,MP-0116,salida,55.4,CONS-110100,BOD-01,OP-05
2025-06-09,MP-0108,salida,108.0,CONS-110107,BOD-03,OP-03
2025-06-09,MP-0293,salida,97.3,CONS-110114,BOD-02,OP-06
2025-06-09,MP-0239,salida,46.2,CONS-110121,BOD-03,OP-05
2025-06-09,MP-0016,salida,103.8,CONS-110128,BOD-01,OP-02
2025-06-09,MP-0030,salida,18.1,CONS-110135,BOD-03,OP-01
2025-06-09,MP-0120,salida,-86.4,CONS-110142,BOD-03,OP-04
2025-06-09,MP-0043,salida,50.0,CONS-110149,BOD-01,OP-01
2025-06-09,MP-0182,salida,108.2,CONS-110156,BOD-01,OP-03
2025-06-09,MP-0369,salida,100.6,CONS-110163,BOD-02,OP-02
2025-06-09,MP-0157,salida,154.8,CONS-110170,BOD-03,OP-02
2025-06-09,MP-0001,salida,64.0,CONS-110177,BOD-02,OP-02
2025-06-09,MP-0014,salida,52.0,CONS-110184,BOD-01,OP-06
2025-06-09,MP-0128,salida,125.6,CONS-110191,BOD-01,OP-05
2025-06-09,MP-0244,salida,31.0,CONS-110205,BOD-03,OP-01
2025-06-09,MP-0122,salida,15.4,CONS-110212,BOD-02,OP-06
2025-06-09,MP-0132,salida,25.5,CONS-110219,BOD-02,OP-03
2025-06-09,MP-0131,salida,9.4,CONS-110226,BOD-02,OP-04
2025-06-09,MP-0216,salida,19.7,CONS-110233,BOD-01,OP-01
2025-06-09,MP-0272,salida,2.5,CONS-110240,BOD-02,OP-05
2025-06-09,MP-0010,salida,48.4,CONS-110247,BOD-01,OP-06
2025-06-09,MP-0002,salida,27.5,CONS-110254,BOD-03,OP-04
2025-06-09,MP-0150,salida,38.5,CONS-110261,BOD-02,OP-04
2025-06-09,MP-0085,salida,41.9,CONS-110268,BOD-03,OP-02
2025-06-09,MP-0202,salida,59.0,CONS-110275,BOD-03,OP-03
2025-06-09,MP-0153,salida,27.1,CONS-110282,BOD-02,OP-02
2025-06-09,MP-0178,salida,12.8,CONS-110289,BOD-03,OP-06
2025-06-09,MP-0229,salida,60.4,CONS-110296,BOD-01,OP-04
2025-06-09,MP-0020,salida,92.1,CONS-110310,BOD-01,OP-06
2025-06-09,MP-0106,salida,33.6,CONS-110317,BOD-02,OP-01
2025-06-09,MP-0051,salida,131.7,CONS-110324,BOD-01,OP-01
2025-06-09,MP-0238,salida,47.7,CONS-110338,BOD-02,OP-01
2025-06-09,MP-0004,salida,61.8,CONS-110345,BOD-01,OP-04
2025-06-09,MP-0033,salida,54.6,CONS-110352,BOD-03,OP-01
2025-06-09,MP-0045,salida,34.6,CONS-110359,BOD-02,OP-06
2025-06-09,MP-0393,salida,24.6,CONS-110373,BOD-03,OP-01
2025-06-09,MP-0373,salida,125.5,CONS-110380,BOD-01,OP-01
2025-06-09,MP-0015,salida,53.1,CONS-110387,BOD-02,OP-03
2025-06-09,MP-0012,salida,80.5,CONS-110394,BOD-02,OP-01
2025-06-09,MP-0142,salida,80.9,CONS-110401,BOD-01,OP-01
2025-06-09,MP-0102,salida,98.6,CONS-110408,BOD-01,OP-04
2025-06-09,MP-0114,salida,23.5,CONS-110415,BOD-02,OP-03
2025-06-09,MP-0325,salida,63.4,CONS-110422,BOD-01,OP-04
2025-06-09,MP-0193,salida,57.1,CONS-110429,BOD-01,OP-03
2025-06-09,MP-0024,salida,114.7,CONS-110443,BOD-01,OP-06
2025-06-09,MP-0117,salida,78.2,CONS-110450,BOD-03,OP-03
2025-06-09,MP-0060,salida,69.9,CONS-110457,BOD-01,OP-02
2025-06-09,MP-0357,salida,86.0,CONS-110464,BOD-01,OP-06
2025-06-09,MP-0162,salida,13.2,CONS-110471,BOD-03,OP-02
2025-06-09,MP-0009,salida,29.4,CONS-110478,BOD-03,OP-04
2025-06-09,MP-0076,salida,40.7,CONS-110485,BOD-03,OP-01
2025-06-09,MP-0077,salida,42.9,CONS-110492,BOD-02,OP-01
2025-06-09,MP-0273,salida,-45.7,CONS-110499,BOD-03,OP-03
2025-06-09,MP-0111,salida,63.2,CONS-110513,BOD-01,OP-06
2025-06-09,MP-0071,salida,50.1,CONS-110520,BOD-02,OP-03
2025-06-09,MP-0388,salida,48.3,CONS-110527,BOD-03,OP-05
2025-06-09,MP-0227,salida,29.0,CONS-110534,BOD-01,OP-04
2025-06-09,MP-0143,salida,-43.1,CONS-110548,BOD-01,OP-02
2025-06-09,MP-0181,salida,36.2,CONS-110555,BOD-02,OP-03
2025-06-09,MP-0385,salida,10.6,CONS-110562,BOD-03,OP-04
2025-06-09,MP-0321,salida,19.6,CONS-110569,BOD-01,OP-02
2025-06-09,MP-0343,salida,43.4,CONS-110576,BOD-02,OP-04
2025-06-09,MP-0036,salida,17.0,CONS-110583,BOD-01,OP-02
2025-06-09,MP-0080,salida,18.8,CONS-110590,BOD-03,OP-01
2025-06-09,MP-0139,salida,34.7,CONS-110597,BOD-02,OP-03
2025-06-09,MP-0356,salida,22.2,CONS-110604,BOD-03,OP-06
2025-06-09,MP-0339,salida,7.4,CONS-110611,BOD-01,OP-03
2025-06-09,MP-0078,salida,122.9,CONS-110618,BOD-02,OP-06
2025-06-09,MP-0059,salida,75.7,CONS-110625,BOD-01,OP-02
2025-06-09,MP-0340,salida,59.3,CONS-110639,BOD-02,OP-04
2025-06-09,MP-0390,salida,42.5,CONS-110646,BOD-03,OP-03
2025-06-09,MP-0268,salida,38.9,CONS-110653,BOD-03,OP-06
2025-06-09,MP-0032,salida,9.8,CONS-110667,BOD-03,OP-03
2025-06-09,MP-0129,salida,33.3,CONS-110674,BOD-01,OP-04
2025-06-09,MP-0217,salida,25.3,CONS-110688,BOD-01,OP-01
2025-06-09,MP-0344,salida,41.9,CONS-110695,BOD-01,OP-06
2025-06-11,MP-0419,entrada,25,REC-OC-6470,BOD-01,OP-04
2025-06-11,MP-0033,entrada,2295,REC-OC-5495,BOD-03,OP-01
2025-06-12,MP-0289,entrada,30,REC-OC-6334,BOD-02,OP-02
2025-06-13,MP-0099,entrada,349,REC-OC-5909,BOD-02,OP-02
2025-06-13,MP-0036,entrada,602,REC-OC-5536,BOD-01,OP-01
2025-06-13,MP-0019,salida,98.9,CONS-109926,BOD-03,OP-06
2025-06-13,MP-0022,salida,181.7,CONS-109933,BOD-02,OP-05
2025-06-13,MP-0074,salida,86.9,CONS-109947,BOD-01,OP-05
2025-06-13,MP-0370,salida,28.1,CONS-109954,BOD-02,OP-04
2025-06-13,MP-0299,salida,108.6,CONS-109961,BOD-01,OP-03
2025-06-13,MP-0309,salida,98.6,CONS-109968,BOD-01,OP-06
2025-06-13,MP-0418,salida,91.5,CONS-109975,BOD-03,OP-03
2025-06-13,MP-0008,salida,77.6,CONS-109982,BOD-03,OP-05
2025-06-13,MP-0133,salida,106.2,CONS-109996,BOD-03,OP-05
2025-06-13,MP-0101,salida,93.3,CONS-110003,BOD-01,OP-01
2025-06-13,MP-0149,salida,176.4,CONS-110010,BOD-03,OP-03
2025-06-13,MP-0189,salida,75.5,CONS-110017,BOD-02,OP-04
2025-06-13,MP-0254,salida,109.9,CONS-110024,BOD-03,OP-01
2025-06-13,MP-0161,salida,41.0,CONS-110031,BOD-02,OP-03
2025-06-13,MP-0197,salida,99.4,CONS-110038,BOD-03,OP-05
2025-06-13,MP-0037,salida,48.6,CONS-110045,BOD-03,OP-01
2025-06-13,MP-0018,salida,8.1,CONS-110052,BOD-01,OP-05
2025-06-13,MP-0137,salida,40.8,CONS-110059,BOD-02,OP-04
2025-06-13,MP-0073,salida,58.8,CONS-110066,BOD-01,OP-04
2025-06-13,MP-0118,salida,52.8,CONS-110073,BOD-03,OP-04
2025-06-13,MP-0199,salida,50.0,CONS-110080,BOD-02,OP-02
2025-06-13,MP-0232,salida,44.7,CONS-110087,BOD-01,OP-01
2025-06-13,MP-0027,salida,18.4,CONS-110094,BOD-03,OP-04
2025-06-13,MP-0116,salida,55.4,CONS-110101,BOD-02,OP-04
2025-06-13,MP-0108,salida,108.0,CONS-110108,BOD-03,OP-05
2025-06-13,MP-0293,salida,97.3,CONS-110115,BOD-03,OP-03
2025-06-13,MP-0239,salida,46.2,CONS-110122,BOD-03,OP-06
2025-06-13,MP-0030,salida,18.1,CONS-110136,BOD-03,OP-03
2025-06-13,MP-0120,salida,86.4,CONS-110143,BOD-02,OP-03
2025-06-13,MP-0043,salida,50.0,CONS-110150,BOD-02,OP-04
2025-06-13,MP-0182,salida,108.2,CONS-110157,BOD-02,OP-06
2025-06-13,MP-0369,salida,100.6,CONS-110164,BOD-01,OP-02
2025-06-13,MP-0157,salida,154.8,CONS-110171,BOD-02,OP-04
2025-06-13,MP-0001,salida,64.0,CONS-110178,BOD-03,OP-02
2025-06-13,MP-0014,salida,52.0,CONS-110185,BOD-02,OP-03
2025-06-13,MP-0128,salida,125.6,CONS-110192,BOD-03,OP-02
2025-06-13,MP-0047,salida,27.5,CONS-110199,BOD-02,OP-04
2025-06-13,MP-0244,salida,31.0,CONS-110206,BOD-01,OP-04
2025-06-13,MP-0122,salida,15.4,CONS-110213,BOD-03,OP-05
2025-06-13,MP-0132,salida,25.5,CONS-110220,BOD-02,OP-06
2025-06-13,MP-0131,salida,9.4,CONS-110227,BOD-02,OP-03
2025-06-13,MP-0216,salida,19.7,CONS-110234,BOD-01,OP-02
2025-06-13,MP-0272,salida,2.5,CONS-110241,BOD-02,OP-04
2025-06-13,MP-0010,salida,48.4,CONS-110248,BOD-01,OP-04
2025-06-13,MP-0002,salida,27.5,CONS-110255,BOD-02,OP-03
2025-06-13,MP-0150,salida,38.5,CONS-110262,BOD-03,OP-03
2025-06-13,MP-0085,salida,41.9,CONS-110269,BOD-02,OP-03
2025-06-13,MP-0202,salida,59.0,CONS-110276,BOD-02,OP-04
2025-06-13,MP-0153,salida,27.1,CONS-110283,BOD-01,OP-06
2025-06-13,MP-0178,salida,12.8,CONS-110290,BOD-03,OP-04
2025-06-13,MP-0229,salida,60.4,CONS-110297,BOD-01,OP-06
2025-06-13,MP-0013,salida,51.1,CONS-110304,BOD-02,OP-05
2025-06-13,MP-0020,salida,92.1,CONS-110311,BOD-01,OP-03
2025-06-13,MP-0106,salida,33.6,CONS-110318,BOD-01,OP-03
2025-06-13,MP-0051,salida,131.7,CONS-110325,BOD-03,OP-04
2025-06-13,MP-0411,salida,50.7,CONS-110332,BOD-03,OP-02
2025-06-13,MP-0238,salida,47.7,CONS-110339,BOD-02,OP-05
2025-06-13,MP-0004,salida,61.8,CONS-110346,BOD-02,OP-01
2025-06-13,MP-0033,salida,54.6,CONS-110353,BOD-03,OP-04
2025-06-13,MP-0386,salida,76.5,CONS-110367,BOD-01,OP-05
2025-06-13,MP-0393,salida,24.6,CONS-110374,BOD-02,OP-05
2025-06-13,MP-0373,salida,125.5,CONS-110381,BOD-01,OP-02
2025-06-13,MP-0015,salida,53.1,CONS-110388,BOD-02,OP-02
2025-06-13,MP-0012,salida,80.5,CONS-110395,BOD-03,OP-05
2025-06-13,MP-0142,salida,80.9,CONS-110402,BOD-03,OP-02
2025-06-13,MP-0102,salida,98.6,CONS-110409,BOD-01,OP-05
2025-06-13,MP-0325,salida,63.4,CONS-110423,BOD-01,OP-02
2025-06-13,MP-0193,salida,57.1,CONS-110430,BOD-03,OP-01
2025-06-13,MP-0330,salida,26.4,CONS-110437,BOD-02,OP-02
2025-06-13,MP-0024,salida,114.7,CONS-110444,BOD-01,OP-05
2025-06-13,MP-0117,salida,78.2,CONS-110451,BOD-02,OP-02
2025-06-13,MP-0060,salida,69.9,CONS-110458,BOD-02,OP-05
2025-06-13,MP-0357,salida,86.0,CONS-110465,BOD-02,OP-05
2025-06-13,MP-0162,salida,13.2,CONS-110472,BOD-01,OP-06
2025-06-13,MP-0009,salida,29.4,CONS-110479,BOD-01,OP-01
2025-06-13,MP-0076,salida,40.7,CONS-110486,BOD-02,OP-04
2025-06-13,MP-0077,salida,42.9,CONS-110493,BOD-03,OP-05
2025-06-13,MP-0273,salida,45.7,CONS-110500,BOD-02,OP-02
2025-06-13,MP-0026,salida,41.1,CONS-110507,BOD-03,OP-06
2025-06-13,MP-0111,salida,-63.2,CONS-110514,BOD-03,OP-04
2025-06-13,MP-0071,salida,50.1,CONS-110521,BOD-01,OP-04
2025-06-13,MP-0388,salida,48.3,CONS-110528,BOD-01,OP-04
2025-06-13,MP-0227,salida,29.0,CONS-110535,BOD-03,OP-05
2025-06-13,MP-0088,salida,38.6,CONS-110542,BOD-03,OP-05
2025-06-13,MP-0143,salida,43.1,CONS-110549,BOD-02,OP-01
2025-06-13,MP-0181,salida,36.2,CONS-110556,BOD-03,OP-05
2025-06-13,MP-0385,salida,10.6,CONS-110563,BOD-01,OP-01
2025-06-13,MP-0321,salida,19.6,CONS-110570,BOD-01,OP-03
2025-06-13,MP-0343,salida,43.4,CONS-110577,BOD-03,OP-02
2025-06-13,MP-0080,salida,18.8,CONS-110591,BOD-03,OP-01
2025-06-13,MP-0139,salida,34.7,CONS-110598,BOD-01,OP-03
2025-06-13,MP-0356,salida,22.2,CONS-110605,BOD-01,OP-06
2025-06-13,MP-0078,salida,122.9,CONS-110619,BOD-02,OP-05
2025-06-13,MP-0059,salida,75.7,CONS-110626,BOD-01,OP-01
2025-06-13,MP-0211,salida,59.3,CONS-110633,BOD-01,OP-02
2025-06-13,MP-0340,salida,59.3,CONS-110640,BOD-02,OP-01
2025-06-13,MP-0390,salida,42.5,CONS-110647,BOD-01,OP-04
2025-06-13,MP-0268,salida,38.9,CONS-110654,BOD-02,OP-06
2025-06-13,MP-0039,salida,5.0,CONS-110661,BOD-03,OP-04
2025-06-13,MP-0032,salida,9.8,CONS-110668,BOD-01,OP-03
2025-06-13,MP-0136,salida,28.6,CONS-110682,BOD-02,OP-03
2025-06-13,MP-0217,salida,25.3,CONS-110689,BOD-01,OP-04
2025-06-13,MP-0344,salida,41.9,CONS-110696,BOD-01,OP-04
2025-06-14,MP-0313,entrada,93,REC-OC-6359,BOD-01,OP-02
2025-06-14,MP-0024,entrada,1999,REC-OC-5336,BOD-01,OP-01
2025-06-15,MP-0067,entrada,405,REC-OC-5737,BOD-01,OP-02
2025-06-16,MP-0125,entrada,548,REC-OC-6039,BOD-01,OP-04
2025-06-17,MP-0248,entrada,97,REC-OC-6291,BOD-02,OP-04
2025-06-17,MP-0037,entrada,905,REC-OC-5544,BOD-03,OP-06
2025-06-17,MP-0145,entrada,335,REC-OC-6156,BOD-02,OP-02
2025-06-17,MP-0019,salida,98.9,CONS-109927,BOD-01,OP-05
2025-06-17,MP-0022,salida,181.7,CONS-109934,BOD-01,OP-02
2025-06-17,MP-0094,salida,83.6,CONS-109941,BOD-01,OP-04
2025-06-17,MP-0074,salida,86.9,CONS-109948,BOD-03,OP-05
2025-06-17,MP-0370,salida,28.1,CONS-109955,BOD-01,OP-05
2025-06-17,MP-0299,salida,108.6,CONS-109962,BOD-01,OP-02
2025-06-17,MP-0309,salida,98.6,CONS-109969,BOD-02,OP-01
2025-06-17,MP-0418,salida,91.5,CONS-109976,BOD-02,OP-02
2025-06-17,MP-0008,salida,77.6,CONS-109983,BOD-02,OP-06
2025-06-17,MP-0005,salida,72.1,CONS-109990,BOD-02,OP-01
2025-06-17,MP-0133,salida,106.2,CONS-109997,BOD-02,OP-04
2025-06-17,MP-0101,salida,93.3,CONS-110004,BOD-01,OP-06
2025-06-17,MP-0149,salida,-176.4,CONS-110011,BOD-03,OP-02
2025-06-17,MP-0189,salida,75.5,CONS-110018,BOD-01,OP-03
2025-06-17,MP-0254,salida,109.9,CONS-110025,BOD-02,OP-05
2025-06-17,MP-0161,salida,41.0,CONS-110032,BOD-01,OP-01
2025-06-17,MP-0197,salida,99.4,CONS-110039,BOD-02,OP-02
2025-06-17,MP-0037,salida,48.6,CONS-110046,BOD-03,OP-01
2025-06-17,MP-0018,salida,8.1,CONS-110053,BOD-01,OP-01
2025-06-17,MP-0137,salida,40.8,CONS-110060,BOD-01,OP-02
2025-06-17,MP-0073,salida,58.8,CONS-110067,BOD-01,OP-06
2025-06-17,MP-0118,salida,52.8,CONS-110074,BOD-01,OP-03
2025-06-17,MP-0199,salida,50.0,CONS-110081,BOD-02,OP-01
2025-06-17,MP-0232,salida,-44.7,CONS-110088,BOD-03,OP-06
2025-06-17,MP-0027,salida,18.4,CONS-110095,BOD-02,OP-02
2025-06-17,MP-0116,salida,55.4,CONS-110102,BOD-01,OP-01
2025-06-17,MP-0293,salida,97.3,CONS-110116,BOD-02,OP-02
2025-06-17,MP-0239,salida,46.2,CONS-110123,BOD-02,OP-04
2025-06-17,MP-0016,salida,103.8,CONS-110130,BOD-01,OP-01
2025-06-17,MP-0120,salida,86.4,CONS-110144,BOD-01,OP-06
2025-06-17,MP-0043,salida,50.0,CONS-110151,BOD-03,OP-02
2025-06-17,MP-0182,salida,108.2,CONS-110158,BOD-03,OP-05
2025-06-17,MP-0369,salida,100.6,CONS-110165,BOD-02,OP-02
2025-06-17,MP-0157,salida,154.8,CONS-110172,BOD-02,OP-02
2025-06-17,MP-0001,salida,64.0,CONS-110179,BOD-02,OP-06
2025-06-17,MP-0014,salida,52.0,CONS-110186,BOD-02,OP-01
2025-06-17,MP-0128,salida,125.6,CONS-110193,BOD-01,OP-05
2025-06-17,MP-0047,salida,27.5,CONS-110200,BOD-01,OP-06
2025-06-17,MP-0244,salida,31.0,CONS-110207,BOD-02,OP-06
2025-06-17,MP-0132,salida,25.5,CONS-110221,BOD-02,OP-01
2025-06-17,MP-0131,salida,9.4,CONS-110228,BOD-03,OP-03
2025-06-17,MP-0216,salida,19.7,CONS-110235,BOD-01,OP-03
2025-06-17,MP-0272,salida,2.5,CONS-110242,BOD-03,OP-03
2025-06-17,MP-0010,salida,48.4,CONS-110249,BOD-03,OP-04
2025-06-17,MP-0002,salida,-27.5,CONS-110256,BOD-03,OP-02
2025-06-17,MP-0085,salida,41.9,CONS-110270,BOD-03,OP-05
2025-06-17,MP-0202,salida,59.0,CONS-110277,BOD-02,OP-06
2025-06-17,MP-0153,salida,27.1,CONS-110284,BOD-02,OP-05
2025-06-17,MP-0178,salida,12.8,CONS-110291,BOD-03,OP-01
2025-06-17,MP-0013,salida,51.1,CONS-110305,BOD-03,OP-02
2025-06-17,MP-0020,salida,92.1,CONS-110312,BOD-03,OP-06
2025-06-17,MP-0106,salida,33.6,CONS-110319,BOD-01,OP-01
2025-06-17,MP-0051,salida,131.7,CONS-110326,BOD-01,OP-02
2025-06-17,MP-0238,salida,47.7,CONS-110340,BOD-02,OP-04
2025-06-17,MP-0004,salida,61.8,CONS-110347,BOD-03,OP-01
2025-06-17,MP-0033,salida,54.6,CONS-110354,BOD-03,OP-01
2025-06-17,MP-0045,salida,34.6,CONS-110361,BOD-03,OP-06
2025-06-17,MP-0386,salida,76.5,CONS-110368,BOD-03,OP-01
2025-06-17,MP-0393,salida,24.6,CONS-110375,BOD-02,OP-04
2025-06-17,MP-0373,salida,125.5,CONS-110382,BOD-02,OP-03
2025-06-17,MP-0015,salida,53.1,CONS-110389,BOD-03,OP-01
2025-06-17,MP-0012,salida,80.5,CONS-110396,BOD-03,OP-01
2025-06-17,MP-0142,salida,80.9,CONS-110403,BOD-01,OP-02
2025-06-17,MP-0102,salida,98.6,CONS-110410,BOD-01,OP-05
2025-06-17,MP-0114,salida,23.5,CONS-110417,BOD-03,OP-04
2025-06-17,MP-0325,salida,63.4,CONS-110424,BOD-01,OP-03
2025-06-17,MP-0193,salida,57.1,CONS-110431,BOD-02,OP-01
2025-06-17,MP-0330,salida,26.4,CONS-110438,BOD-02,OP-02
2025-06-17,MP-0024,salida,114.7,CONS-110445,BOD-03,OP-01
2025-06-17,MP-0117,salida,78.2,CONS-110452,BOD-02,OP-03
2025-06-17,MP-0060,salida,69.9,CONS-110459,BOD-02,OP-03
2025-06-17,MP-0357,salida,86.0,CONS-110466,BOD-02,OP-04
2025-06-17,MP-0009,salida,29.4,CONS-110480,BOD-01,OP-05
2025-06-17,MP-0076,salida,40.7,CONS-110487,BOD-02,OP-05
2025-06-17,MP-0077,salida,42.9,CONS-110494,BOD-01,OP-04
2025-06-17,MP-0273,salida,45.7,CONS-110501,BOD-03,OP-03
2025-06-17,MP-0026,salida,41.1,CONS-110508,BOD-01,OP-06
2025-06-17,MP-0111,salida,63.2,CONS-110515,BOD-03,OP-06
2025-06-17,MP-0071,salida,50.1,CONS-110522,BOD-03,OP-03
2025-06-17,MP-0388,salida,48.3,CONS-110529,BOD-03,OP-06
2025-06-17,MP-0227,salida,29.0,CONS-110536,BOD-02,OP-03
2025-06-17,MP-0088,salida,38.6,CONS-110543,BOD-01,OP-06
2025-06-17,MP-0143,salida,43.1,CONS-110550,BOD-02,OP-03
2025-06-17,MP-0181,salida,36.2,CONS-110557,BOD-01,OP-01
2025-06-17,MP-0385,salida,10.6,CONS-110564,BOD-01,OP-06
2025-06-17,MP-0321,salida,19.6,CONS-110571,BOD-02,OP-01
2025-06-17,MP-0343,salida,43.4,CONS-110578,BOD-02,OP-02
2025-06-17,MP-0036,salida,17.0,CONS-110585,BOD-02,OP-05
2025-06-17,MP-0080,salida,18.8,CONS-110592,BOD-03,OP-05
2025-06-17,MP-0139,salida,34.7,CONS-110599,BOD-02,OP-05
2025-06-17,MP-0356,salida,22.2,CONS-110606,BOD-03,OP-02
2025-06-17,MP-0339,salida,7.4,CONS-110613,BOD-01,OP-06
2025-06-17,MP-0078,salida,122.9,CONS-110620,BOD-03,OP-01
2025-06-17,MP-0059,salida,75.7,CONS-110627,BOD-03,OP-04
2025-06-17,MP-0211,salida,59.3,CONS-110634,BOD-03,OP-02
2025-06-17,MP-0340,salida,59.3,CONS-110641,BOD-03,OP-06
2025-06-17,MP-0268,salida,38.9,CONS-110655,BOD-02,OP-03
2025-06-17,MP-0039,salida,5.0,CONS-110662,BOD-01,OP-03
2025-06-17,MP-0032,salida,9.8,CONS-110669,BOD-01,OP-02
2025-06-17,MP-0129,salida,33.3,CONS-110676,BOD-01,OP-04
2025-06-17,MP-0136,salida,28.6,CONS-110683,BOD-03,OP-06
2025-06-17,MP-0217,salida,25.3,CONS-110690,BOD-02,OP-05
2025-06-17,MP-0344,salida,41.9,CONS-110697,BOD-01,OP-01
2025-06-18,MP-0044,entrada,402,REC-OC-5609,BOD-02,OP-03
2025-06-18,MP-0084,entrada,435,REC-OC-5810,BOD-02,OP-04
2025-06-18,MP-0032,entrada,1717,REC-OC-5459,BOD-01,OP-02
2025-06-19,MP-0066,entrada,322,REC-OC-5733,BOD-02,OP-06
2025-06-19,MP-0009,entrada,2049,REC-OC-5101,BOD-01,OP-02
2025-06-21,MP-0106,entrada,290,REC-OC-5948,BOD-03,OP-01
2025-06-21,MP-0019,salida,98.9,CONS-109928,BOD-03,OP-03
2025-06-21,MP-0022,salida,181.7,CONS-109935,BOD-01,OP-05
